Date,Open,High,Low,Close,Adj Close,Volume
2015-05-20,49.549999,50.167500,49.380001,49.503502,49.503502,0
2015-05-21,49.514000,50.223801,49.485001,49.514000,49.514000,0
2015-05-22,49.983002,50.089699,49.233700,49.910000,49.910000,0
2015-05-25,49.621201,50.063999,49.511200,49.965000,49.965000,0
2015-05-26,50.035000,50.834999,49.820000,49.952999,49.952999,0
2015-05-27,49.952000,52.035999,49.952000,50.889000,50.889000,0
2015-05-28,50.513000,52.964001,50.513000,51.980000,51.980000,0
2015-05-29,52.685001,58.156200,52.191002,52.529999,52.529999,0
2015-06-01,52.224998,53.491501,52.150002,52.316002,52.316002,0
2015-06-02,53.110001,53.631699,53.006001,53.542999,53.542999,0
2015-06-03,52.744999,54.335499,52.084999,52.705700,52.705700,0
2015-06-04,54.869999,56.006001,54.060001,54.257000,54.257000,0
2015-06-05,53.948002,57.160999,53.948002,56.354000,56.354000,0
2015-06-08,55.985001,56.382999,55.535000,56.239700,56.239700,0
2015-06-09,56.000000,56.090000,55.154999,55.939999,55.939999,0
2015-06-10,55.009998,55.415001,53.783001,55.543499,55.543499,0
2015-06-11,54.009998,54.901001,53.592201,54.299999,54.299999,0
2015-06-12,54.212002,55.212502,53.955002,54.683701,54.683701,0
2015-06-15,55.189999,55.513000,54.310200,55.010502,55.010502,0
2015-06-16,54.506199,55.172501,53.541000,54.505501,54.505501,0
2015-06-17,53.685001,54.285999,52.986000,53.660999,53.660999,0
2015-06-18,53.723000,53.862000,53.025002,53.669998,53.669998,0
2015-06-19,53.459999,54.525002,53.403000,53.240002,53.240002,0
2015-06-22,53.712002,54.064999,53.359001,54.040001,54.040001,0
2015-06-23,53.696999,54.638000,53.696999,53.919998,53.919998,0
2015-06-24,53.930000,54.689499,53.459999,53.770000,53.770000,0
2015-06-25,54.169998,54.877998,53.985001,54.490002,54.490002,0
2015-06-26,54.271000,55.292000,54.178001,54.678001,54.678001,0
2015-06-29,55.248699,55.629002,54.935001,54.810501,54.810501,0
2015-06-30,55.709999,55.957001,55.278000,55.650700,55.650700,0
2015-07-01,55.581200,55.686001,55.185001,55.214699,55.214699,0
2015-07-02,55.860001,55.902000,55.379700,55.804199,55.804199,0
2015-07-03,55.360001,55.965199,55.060001,55.487999,55.487999,0
2015-07-06,56.086498,56.617199,55.760502,55.955502,55.955502,0
2015-07-07,56.935001,57.652000,56.439999,56.853500,56.853500,0
2015-07-08,56.709999,57.540001,56.457500,56.625000,56.625000,0
2015-07-09,57.384998,57.384998,56.547001,57.470001,57.470001,0
2015-07-10,57.215000,57.215000,56.180000,57.219501,57.219501,0
2015-07-13,56.375000,56.814999,55.935001,56.259998,56.259998,0
2015-07-14,56.509998,57.052502,56.110001,56.510700,56.510700,0
2015-07-15,56.485001,56.934502,56.070000,56.430000,56.430000,0
2015-07-16,56.910999,57.014999,56.479000,56.860001,56.860001,0
2015-07-17,56.919998,57.091499,56.564999,56.904999,56.904999,0
2015-07-20,57.134998,57.165001,56.540001,56.939999,56.939999,0
2015-07-21,57.009998,57.088501,56.729000,56.931999,56.931999,0
2015-07-22,56.960499,57.147999,56.660000,56.919998,56.919998,0
2015-07-23,57.415001,57.591202,57.046001,57.139999,57.139999,0
2015-07-24,57.849998,58.686001,57.512501,57.830700,57.830700,0
2015-07-27,58.560001,59.826000,58.128502,58.346001,58.346001,0
2015-07-28,59.735001,60.820000,59.380199,59.573002,59.573002,0
2015-07-29,60.185001,60.209999,58.917999,59.903500,59.903500,0
2015-07-30,58.660000,59.877998,58.544998,58.520000,58.520000,0
2015-07-31,59.598499,61.224499,59.424500,59.675499,59.675499,0
2015-08-03,61.512501,62.981998,61.384998,61.630699,61.630699,0
2015-08-04,63.610001,63.685001,62.432999,63.500000,63.500000,0
2015-08-05,62.810001,63.335201,62.544998,63.110001,63.110001,0
2015-08-06,63.121498,64.502998,62.833500,63.382999,63.382999,0
2015-08-07,64.047501,65.968697,63.400002,64.480003,64.480003,0
2015-08-10,63.935001,64.642502,63.047001,64.480003,64.480003,0
2015-08-11,63.105000,64.452499,62.900002,62.889999,62.889999,0
2015-08-12,64.410004,65.190002,64.046997,64.122002,64.122002,0
2015-08-13,64.432503,64.992996,63.174999,64.121201,64.121201,0
2015-08-14,64.635002,65.009003,64.254997,64.522003,64.522003,0
2015-08-17,64.809998,65.703499,64.485001,64.906700,64.906700,0
2015-08-18,65.235001,65.913002,65.110001,65.388199,65.388199,0
2015-08-19,65.337997,66.459999,65.337997,65.785004,65.785004,0
2015-08-20,66.650002,67.544998,66.294998,66.535698,66.535698,0
2015-08-21,68.055000,68.763000,67.186501,68.129997,68.129997,0
2015-08-24,70.091202,71.558998,69.385002,69.107498,69.107498,0
2015-08-25,70.834999,70.834999,68.144997,70.751503,70.751503,0
2015-08-26,69.426003,69.885498,68.186699,69.309196,69.309196,0
2015-08-27,68.434998,68.635002,65.783997,68.904999,68.904999,0
2015-08-28,65.305000,67.329002,64.702499,66.069000,66.069000,0
2015-08-31,65.110001,67.328003,65.015999,65.294998,65.294998,0
2015-09-01,62.648701,66.459999,62.598701,64.280701,64.280701,0
2015-09-02,66.535004,67.911003,66.014999,66.482697,66.482697,0
2015-09-03,66.785004,67.585999,66.145500,66.771698,66.771698,0
2015-09-04,66.730003,67.906998,66.730003,67.140701,67.140701,0
2015-09-07,68.334999,69.139702,67.760002,68.392502,68.392502,0
2015-09-08,69.205002,69.254997,67.707001,69.149002,69.149002,0
2015-09-09,67.709999,68.259003,66.747498,67.861198,67.861198,0
2015-09-10,68.730003,68.799004,67.473000,68.406502,68.406502,0
2015-09-11,67.230003,68.241997,67.227699,67.684502,67.684502,0
2015-09-14,66.985001,68.059502,66.985001,67.763199,67.763199,0
2015-09-15,67.485001,67.934998,66.513000,67.540001,67.540001,0
2015-09-16,66.639999,66.709999,64.887001,66.782501,66.782501,0
2015-09-17,65.345001,66.170998,64.754700,65.257698,65.257698,0
2015-09-18,65.434998,66.151001,65.000000,65.397499,65.397499,0
2015-09-21,66.324997,66.574997,65.640999,66.440002,66.440002,0
2015-09-22,66.050003,66.702202,65.864998,66.041000,66.041000,0
2015-09-23,66.088501,66.459999,65.442497,65.820000,65.820000,0
2015-09-24,66.349998,66.765999,66.026001,66.019997,66.019997,0
2015-09-25,66.125000,66.184998,65.299698,66.080002,66.080002,0
2015-09-28,65.425003,65.774498,65.179497,65.445000,65.445000,0
2015-09-29,66.099998,66.355698,65.390999,66.059196,66.059196,0
2015-09-30,65.800003,65.981003,64.887497,65.709999,65.709999,0
2015-10-01,65.209999,65.627998,64.766502,65.387497,65.387497,0
2015-10-02,65.551201,66.650497,65.519997,65.625702,65.625702,0
2015-10-05,66.105003,66.105003,64.488503,65.991997,65.991997,0
2015-10-06,64.724998,65.250999,63.417500,64.772202,64.772202,0
2015-10-07,63.290001,63.455002,61.870998,63.391499,63.391499,0
2015-10-08,62.775002,62.775002,61.942200,62.250000,62.250000,0
2015-10-09,61.325001,61.699001,60.674999,61.307499,61.307499,0
2015-10-12,61.400002,61.544998,60.889000,61.662498,61.662498,0
2015-10-13,62.000000,62.937000,61.998001,62.219200,62.219200,0
2015-10-14,62.799999,63.278500,62.549999,63.002499,63.002499,0
2015-10-15,62.244999,62.591702,61.841000,62.582500,62.582500,0
2015-10-16,60.939999,62.036999,60.549999,61.358002,61.358002,0
2015-10-19,61.299999,62.299500,60.849998,61.187500,61.187500,0
2015-10-20,61.492001,62.400002,61.492001,62.380001,62.380001,0
2015-10-21,62.064999,63.104900,61.855000,62.045200,62.045200,0
2015-10-22,63.150002,63.150002,62.367001,62.950001,62.950001,0
2015-10-23,62.474998,62.650002,61.667500,62.507500,62.507500,0
2015-10-26,62.014999,62.962002,61.900002,62.321701,62.321701,0
2015-10-27,62.292000,65.028503,62.292000,62.950001,62.950001,0
2015-10-28,64.975998,65.481499,63.441002,65.419998,65.419998,0
2015-10-29,63.424999,64.646004,63.375000,63.935001,63.935001,0
2015-10-30,64.300003,64.641502,63.703499,64.190002,64.190002,0
2015-11-02,64.114998,64.367996,63.450001,64.120003,64.120003,0
2015-11-03,63.595001,64.040001,62.591702,63.605000,63.605000,0
2015-11-04,62.275002,62.985001,62.228699,62.630001,62.630001,0
2015-11-05,63.250000,63.559502,63.042801,63.084999,63.084999,0
2015-11-06,63.340000,64.769501,62.791199,62.250000,62.250000,0
2015-11-09,64.209999,64.842003,64.074997,64.404999,64.404999,0
2015-11-10,64.559998,64.584999,64.085999,64.595001,64.595001,0
2015-11-11,64.370003,64.946999,64.070000,64.415001,64.415001,0
2015-11-12,65.199997,66.401497,65.074997,65.364998,65.364998,0
2015-11-13,66.400200,67.000000,66.050003,66.453499,66.453499,0
2015-11-16,67.000000,67.000000,65.748001,66.820000,66.820000,0
2015-11-17,65.375000,65.720001,65.150002,65.087502,65.087502,0
2015-11-18,64.972504,65.154999,64.560501,64.917503,64.917503,0
2015-11-19,64.349998,65.128502,64.334999,64.845001,64.845001,0
2015-11-20,64.595001,65.032501,64.521004,64.544998,64.544998,0
2015-11-23,64.569000,66.214500,64.415001,64.620003,64.620003,0
2015-11-24,66.324997,66.419502,65.428001,66.059998,66.059998,0
2015-11-25,65.514999,66.042999,64.902496,65.445000,65.445000,0
2015-11-26,65.488701,65.980003,65.403702,65.555000,65.555000,0
2015-11-27,65.724998,66.306000,65.724998,65.559998,65.559998,0
2015-11-30,66.632004,66.855003,65.734703,66.419998,66.419998,0
2015-12-01,66.254997,66.846001,66.052002,66.410004,66.410004,0
2015-12-02,66.569000,67.196999,66.556999,66.639999,66.639999,0
2015-12-03,67.535004,68.139000,67.514000,67.400002,67.400002,0
2015-12-04,67.655998,68.253998,67.219498,67.582497,67.582497,0
2015-12-07,68.559998,69.150002,68.350998,68.070000,68.070000,0
2015-12-08,66.171501,69.871002,66.171501,69.370003,69.370003,0
2015-12-09,69.235001,69.464203,68.716003,69.300003,69.300003,0
2015-12-10,66.171501,69.303001,66.171501,69.320000,69.320000,0
2015-12-11,69.181000,69.958000,69.044998,66.171501,66.171501,0
2015-12-14,66.171501,71.167999,66.171501,70.209999,70.209999,0
2015-12-15,70.366997,70.998001,69.968002,70.540001,70.540001,0
2015-12-16,70.139999,70.536003,69.931999,70.488503,70.488503,0
2015-12-17,70.568001,70.942001,70.273003,70.000000,70.000000,0
2015-12-18,71.059998,71.406998,70.654999,70.915001,70.915001,0
2015-12-21,71.309998,71.320000,71.004601,70.925003,70.925003,0
2015-12-22,71.085999,71.222000,70.970001,70.839996,70.839996,0
2015-12-23,71.057999,71.070999,70.016998,71.300003,71.300003,0
2015-12-24,69.600998,70.697998,69.191002,69.514999,69.514999,0
2015-12-25,69.600998,70.697998,69.191002,69.514999,69.514999,0
2015-12-28,70.444000,72.398003,70.444000,70.245003,70.245003,0
2015-12-29,72.263000,72.806999,71.848000,72.184998,72.184998,0
2015-12-30,72.722000,73.358002,72.486397,72.197502,72.197502,0
2015-12-31,73.815002,73.815002,73.410004,73.230003,73.230003,0
2016-01-01,73.815002,73.815002,73.400002,73.230003,73.230003,0
2016-01-04,72.945000,72.945000,72.945000,73.400002,73.400002,0
2016-01-05,73.135002,73.364998,73.135002,73.122498,73.122498,0
2016-01-06,74.027496,74.027496,74.027496,0.716200,0.716200,0
2016-01-07,75.489502,75.489502,74.684998,74.595001,74.595001,0
2016-01-08,75.489502,75.489502,74.089996,74.595001,74.595001,0
2016-01-11,75.975998,76.131897,75.052002,74.794998,74.794998,0
2016-01-12,76.901001,76.901001,75.873802,76.001999,76.001999,0
2016-01-13,76.633003,76.653999,75.733002,76.525002,76.525002,0
2016-01-14,76.741997,76.741997,76.156998,76.212997,76.212997,0
2016-01-15,76.557999,77.754997,76.399002,76.292999,76.292999,0
2016-01-18,78.310997,79.362198,78.310997,77.707001,77.707001,0
2016-01-19,78.760002,78.900002,78.068001,79.360001,79.360001,0
2016-01-20,79.359001,81.831802,79.188797,78.612503,78.612503,0
2016-01-21,82.063004,85.818001,82.063004,81.820000,81.820000,0
2016-01-22,80.612000,81.258003,77.937698,82.900002,82.900002,0
2016-01-25,76.704002,80.017998,76.704002,78.370003,78.370003,0
2016-01-26,81.537003,82.156998,78.331001,79.839996,79.839996,0
2016-01-27,78.460999,79.394997,77.780998,78.230003,78.230003,0
2016-01-28,77.707001,77.889999,75.478996,77.848999,77.848999,0
2016-01-29,75.366997,76.266998,74.593002,76.550003,76.550003,0
2016-02-01,75.792000,76.632004,75.436996,75.440002,75.440002,0
2016-02-02,78.011002,79.724998,77.708504,77.260002,77.260002,0
2016-02-03,79.556999,79.752998,77.873497,79.714996,79.714996,0
2016-02-04,75.892998,77.205002,75.522003,76.930000,76.930000,0
2016-02-05,77.000999,77.639999,76.382004,76.769997,76.769997,0
2016-02-08,76.651001,78.180000,76.391998,77.250000,77.250000,0
2016-02-09,78.884003,79.172600,78.066002,78.940002,78.940002,0
2016-02-10,79.388000,79.489998,77.647003,79.589996,79.589996,0
2016-02-11,78.945999,80.515999,78.682999,78.370003,78.370003,0
2016-02-12,79.361000,79.737999,78.585999,79.767502,79.767502,0
2016-02-15,77.559998,77.958000,76.875000,78.309998,78.309998,0
2016-02-16,76.222603,78.084000,75.854698,77.500000,77.500000,0
2016-02-17,78.078003,78.216003,75.352997,77.809998,77.809998,0
2016-02-18,75.157997,75.793999,74.946999,74.860001,74.860001,0
2016-02-19,76.328003,77.824997,76.024696,76.349998,76.349998,0
2016-02-22,77.000000,77.000000,75.330002,77.370003,77.370003,0
2016-02-23,77.000000,77.000000,75.099998,77.370003,77.370003,0
2016-02-24,76.492996,77.507004,76.022003,76.099998,76.099998,0
2016-02-25,76.141998,76.572998,75.572998,75.735001,75.735001,0
2016-02-26,75.349998,75.675003,74.469002,75.180000,75.180000,0
2016-02-29,75.613998,76.247002,75.032997,76.339996,76.339996,0
2016-03-01,74.237999,74.289001,73.536003,74.404999,74.404999,0
2016-03-02,73.133003,74.152000,73.133003,73.279999,73.279999,0
2016-03-03,73.426003,74.005997,73.084999,73.349998,73.349998,0
2016-03-04,72.730003,73.386002,72.176003,73.089996,73.089996,0
2016-03-07,72.730003,73.386002,71.870003,73.089996,73.089996,0
2016-03-08,72.730003,73.386002,71.870003,73.089996,73.089996,0
2016-03-09,72.123001,72.622002,70.709999,71.870003,71.870003,0
2016-03-10,71.175003,71.455002,69.917999,70.982002,70.982002,0
2016-03-11,70.722000,70.722000,69.452599,71.148003,71.148003,0
2016-03-14,70.042000,70.911003,69.845001,69.904999,69.904999,0
2016-03-15,69.949997,71.364998,69.949997,70.260002,70.260002,0
2016-03-16,70.849998,71.199997,70.217201,71.089996,71.089996,0
2016-03-17,68.941002,68.941002,68.030098,69.834999,69.834999,0
2016-03-18,67.936996,68.661003,67.237000,68.120003,68.120003,0
2016-03-21,68.810997,69.110001,67.492996,68.330002,68.330002,0
2016-03-22,67.900002,68.224998,67.277000,67.860001,67.860001,0
2016-03-23,67.710999,68.488998,67.412003,67.250000,67.250000,0
2016-03-24,68.903999,69.628998,68.649002,68.714996,68.714996,0
2016-03-25,68.496002,68.623001,67.806999,68.580002,68.580002,0
2016-03-28,67.802002,68.600998,67.573997,68.239998,68.239998,0
2016-03-29,68.855003,69.188004,68.435997,68.410004,68.410004,0
2016-03-30,67.817001,67.817001,67.207001,68.065002,68.065002,0
2016-03-31,67.878998,67.935997,66.705002,67.680000,67.680000,0
2016-04-01,66.845001,68.316002,66.845001,67.000000,67.000000,0
2016-04-04,68.222000,68.850998,67.739998,67.500000,67.500000,0
2016-04-05,68.973000,69.453003,68.592003,68.650002,68.650002,0
2016-04-06,68.595001,68.813004,67.801903,68.750000,68.750000,0
2016-04-07,67.485001,68.383003,67.485001,67.849998,67.849998,0
2016-04-08,67.830002,67.830002,66.902000,68.029999,68.029999,0
2016-04-11,66.900002,67.308998,66.391998,67.074997,67.074997,0
2016-04-12,66.449997,66.454201,65.598999,66.750000,66.750000,0
2016-04-13,65.967499,66.024902,65.235397,65.184998,65.184998,0
2016-04-14,66.209999,66.609100,65.753998,65.989998,65.989998,0
2016-04-15,66.162498,66.596001,65.865997,65.930000,65.930000,0
2016-04-18,68.244003,68.739502,66.074898,66.500000,66.500000,0
2016-04-19,65.570000,65.803001,65.419701,66.449997,66.449997,0
2016-04-20,66.348999,66.414001,65.396202,65.879997,65.879997,0
2016-04-21,64.698997,66.287300,64.639999,65.675003,65.675003,0
2016-04-22,66.177002,66.522499,65.543999,66.660004,66.660004,0
2016-04-25,66.355003,66.832001,65.867599,66.760002,66.760002,0
2016-04-26,66.649002,66.649002,65.754997,66.559998,66.559998,0
2016-04-27,65.183998,65.956001,64.954002,65.764999,65.764999,0
2016-04-28,65.195999,65.254997,64.315002,65.110001,65.110001,0
2016-04-29,64.372002,64.766998,63.987999,64.559998,64.559998,0
2016-05-02,64.372002,65.677498,63.987999,64.559998,64.559998,0
2016-05-03,64.372002,65.677498,63.987999,64.559998,64.559998,0
2016-05-04,66.545998,66.564003,65.732002,66.349998,66.349998,0
2016-05-05,66.057999,66.064003,65.217003,66.584000,66.584000,0
2016-05-06,66.130997,66.593002,65.541397,65.973999,65.973999,0
2016-05-09,65.860001,66.290001,65.860001,65.862000,65.862000,0
2016-05-10,66.559998,66.632599,66.070000,66.290001,66.290001,0
2016-05-11,66.280998,66.348999,64.857002,66.096001,66.096001,0
2016-05-12,64.921997,65.415802,64.555000,65.044998,65.044998,0
2016-05-13,65.074997,65.538002,64.751999,64.830002,64.830002,0
2016-05-16,64.750999,65.151001,64.586998,65.482002,65.482002,0
2016-05-17,64.504997,65.045998,64.362000,64.884003,64.884003,0
2016-05-18,64.939003,65.462997,64.850998,64.719002,64.719002,0
2016-05-19,66.103996,67.274200,65.988998,65.745003,65.745003,0
2016-05-20,66.475998,66.931999,66.261002,66.720001,66.720001,0
2016-05-23,66.800003,67.195999,66.800003,66.845001,66.845001,0
2016-05-24,67.067497,67.098000,66.494102,66.787003,66.787003,0
2016-05-25,65.899002,65.999001,65.329002,66.410004,66.410004,0
2016-05-26,64.985001,65.835999,64.985001,65.425003,65.425003,0
2016-05-27,65.764999,66.376999,65.764999,65.824997,65.824997,0
2016-05-30,66.102997,66.214996,65.796997,66.150002,66.150002,0
2016-05-31,65.732002,66.214996,65.732002,65.668999,65.668999,0
2016-06-01,66.721001,67.296997,66.503899,66.827003,66.827003,0
2016-06-02,66.912201,67.674004,66.609596,66.910004,66.910004,0
2016-06-03,66.738998,67.139999,65.768997,67.059998,67.059998,0
2016-06-06,65.639999,65.955002,65.096001,65.653999,65.653999,0
2016-06-07,65.317001,65.402000,64.707001,65.239998,65.239998,0
2016-06-08,64.531998,64.780899,63.487999,64.620003,64.620003,0
2016-06-09,63.549000,64.450996,63.386002,63.718899,63.718899,0
2016-06-10,64.719002,64.890999,64.098000,64.195999,64.195999,0
2016-06-13,65.050003,65.669998,65.050003,65.302002,65.302002,0
2016-06-14,65.765198,66.279999,65.746002,65.684998,65.684998,0
2016-06-15,65.945000,66.033997,65.285004,66.059998,66.059998,0
2016-06-16,65.773003,66.073997,65.623001,65.252998,65.252998,0
2016-06-17,65.469002,65.503998,64.748001,65.574997,65.574997,0
2016-06-20,64.405998,64.405998,63.740002,64.750000,64.750000,0
2016-06-21,64.241997,64.456001,63.804001,64.264999,64.264999,0
2016-06-22,63.511002,64.444000,63.511002,63.936001,63.936001,0
2016-06-23,64.681000,64.681000,63.917999,64.768997,64.768997,0
2016-06-24,65.725998,65.805000,64.699997,63.764999,63.764999,0
2016-06-27,65.099998,65.538002,64.811996,65.287498,65.287498,0
2016-06-28,64.872002,64.935997,64.378998,65.400002,65.400002,0
2016-06-29,64.049004,64.434998,63.618999,64.040001,64.040001,0
2016-06-30,63.981998,64.396004,63.820999,63.814999,63.814999,0
2016-07-01,64.003998,64.241997,63.820999,63.959999,63.959999,0
2016-07-04,63.717999,63.981998,63.519001,63.790001,63.790001,0
2016-07-05,64.259003,64.653000,64.091003,63.830002,63.830002,0
2016-07-06,64.689003,64.791000,64.416000,64.434998,64.434998,0
2016-07-07,64.178001,64.202003,63.730999,64.264999,64.264999,0
2016-07-08,64.456001,64.466003,63.702000,64.679001,64.679001,0
2016-07-11,64.099998,64.286003,63.834999,63.834999,63.834999,0
2016-07-12,63.825001,64.028000,63.755001,64.180000,64.180000,0
2016-07-13,63.994999,64.037003,63.676998,63.799999,63.799999,0
2016-07-14,63.712002,63.759998,62.749001,63.849998,63.849998,0
2016-07-15,63.025002,63.462002,63.013000,62.887501,62.887501,0
2016-07-18,63.363998,63.363998,62.869999,63.340000,63.340000,0
2016-07-19,62.944000,63.464001,62.814999,62.812000,62.812000,0
2016-07-20,63.596001,63.839001,63.139000,63.627998,63.627998,0
2016-07-21,63.660000,64.164001,63.611000,63.799999,63.799999,0
2016-07-22,64.169998,64.874001,64.169998,64.367996,64.367996,0
2016-07-25,64.859001,65.424004,64.790001,64.815002,64.815002,0
2016-07-26,65.488998,66.528000,65.488998,65.435997,65.435997,0
